"NR_all_29909.1","4V9Q|1|DV","4V9Q|1|DV,4V9Q|1|BV,4V9Q|1|DW,4V9Q|1|BW"
"NR_all_52612.1","4V6U|1|A0","4V6U|1|A0"
"NR_all_98554.1","4V6U|1|A1","4V6U|1|A1"
"NR_all_36794.1","1G2J|1|A","1G2J|1|A"
"NR_all_27965.1","1MNB|1|B","1MNB|1|B"
"NR_all_33231.1","3IYQ|1|A","3IYQ|1|A,3IYR|1|A"
"NR_all_70063.1","4WTM|1|T+4WTM|1|P","4WTM|1|T+4WTM|1|P"
"NR_all_60411.1","7MSF|1|R","7MSF|1|R,7MSF|1|S"
"NR_all_01949.1","5UED|1|A+5UED|1|B","5UED|1|A+5UED|1|B,6C8J|1|A+6C8J|1|B,6C8D|1|A+6C8D|1|B,6C8I|1|A+6C8I|1|B,5UEE|1|A+5UEE|1|B,6C8L|1|A+6C8L|1|B,6C8E|1|A+6C8E|1|B,5UEF|1|A+5UEF|1|B,6C8K|1|A+6C8K|1|B,6CAB|1|A+6CAB|1|B,5UEG|1|A+5UEG|1|B,5UEG|1|C+5UEG|1|D"
"NR_all_43408.1","2LBL|3|A","2LBL|3|A"
"NR_all_30582.1","5Z98|1|C","5Z98|1|C"
"NR_all_85489.1","5Z98|1|D","5Z98|1|D"
"NR_all_82939.1","3ND4|1|A","3ND4|1|A"
"NR_all_04124.1","1A4T|1|A","1A4T|1|A"
"NR_all_63960.2","4V7F|1|2","4V7F|1|2,5FL8|1|y,5JCS|1|y"
"NR_all_50448.1","6FRK|1|1","6FRK|1|1,4UE5|1|A"
"NR_all_68467.5","5LZS|1|2","5LZS|1|2,5LZS|1|ii,5LZV|1|2,5LZZ|1|2,5LZW|1|2,6MTB|1|2,5LZX|1|2,5LZT|1|2,6FRK|1|2,3JAH|1|2,6HCF|1|23,3JAG|1|2,3JAI|1|2,6FTI|1|q,5LZU|1|2,6HCM|1|23,3JAJ|1|3,3JAN|1|3"
"NR_all_75310.1","6CU1|1|A","6CU1|1|A"
"NR_all_73795.1","4WJ3|1|S","4WJ3|1|S,4WJ3|1|R,4WJ3|1|T,4WJ3|1|Q"
"NR_all_19387.1","5W0O|1|C+5W0O|1|D","5W0O|1|C+5W0O|1|D"
"NR_all_39119.1","2G92|1|A+2G92|1|B","2G92|1|A+2G92|1|B"
"NR_all_52445.1","5AMR|1|B+5AMR|1|C","5AMR|1|B+5AMR|1|C,5AMQ|1|B+5AMQ|1|c"
"NR_all_23301.1","3HSB|1|X","3HSB|1|X"
"NR_all_62394.1","2M58|2|A","2M58|2|A"
"NR_all_88374.1","4C9D|1|D","4C9D|1|D,4C9D|1|C"
"NR_all_98374.1","2I82|1|F","2I82|1|F,2I82|1|E,2I82|1|G,2I82|1|H"
"NR_all_26582.1","4K27|1|U","4K27|1|U"
"NR_all_26549.1","1D0T|1|A","1D0T|1|A"
"NR_all_35120.1","4V7E|1|Ad","4V7E|1|Ad,3IZ7|1|A"
"NR_all_45159.1","4J50|1|A+4J50|1|B","4J50|1|A+4J50|1|B,3SYW|1|A+3SYW|1|B,4YN6|1|A+4YN6|1|B"
"NR_all_22853.1","3PLA|1|G+3PLA|1|H+3PLA|1|I+3PLA|1|J","3PLA|1|G+3PLA|1|H+3PLA|1|I+3PLA|1|J,3PLA|1|N+3PLA|1|O"
"NR_all_74023.2","5NGM|1|Aa","5NGM|1|Aa,5ND8|1|a,5ND9|1|a,5LI0|1|a,5T7V|1|A,5TCU|1|A,6FXC|1|Ba,5NG8|1|Aa,5NG8|1|Ba,6FXC|1|Aa"
"NR_all_02111.1","1MWG|1|A+1MWG|1|B","1MWG|1|A+1MWG|1|B"
"NR_all_47141.1","4RC0|1|A","4RC0|1|A"
"NR_all_05253.1","1RY1|1|Q+1RY1|1|R","1RY1|1|Q+1RY1|1|R"
"NR_all_82951.1","2O3X|1|A+2O3X|1|B","2O3X|1|A+2O3X|1|B,2F4S|1|A+2F4S|1|B"
"NR_all_33997.1","6MTC|1|4","6MTC|1|4,6MTB|1|4"
"NR_all_81724.1","3Q0N|1|D","3Q0N|1|D,3Q0O|1|C,3Q0O|1|D"
"NR_all_04426.1","4NHA|1|B","4NHA|1|B"
"NR_all_42633.1","3NNA|1|B","3NNA|1|B"
"NR_all_73018.1","2A8V|1|E","2A8V|1|E,4UFT|1|R"
"NR_all_90633.11","4WF9|1|X","4WF9|1|X,5HL7|1|X,4WFA|1|X,5HKV|1|X,4WCE|1|X,4WFB|1|X,5NRG|1|X,6HMA|1|A,5NGM|1|AA,5T7V|1|B,5ND8|1|A,5ND9|1|A,5LI0|1|A,5TCU|1|B,5NG8|1|BA,6FXC|1|BA,5NG8|1|AA,6FXC|1|AA"
"NR_all_36729.1","2LHP|1|A","2LHP|1|A"
"NR_all_36843.1","5LZS|1|3","5LZS|1|3,5LZV|1|3,5LZZ|1|3,5LZW|1|3,5LZX|1|3,5LZT|1|3,5LZU|1|3,5LZY|1|2,5LZY|1|3,3JAI|1|3,3JAH|1|3,3JAG|1|3"
"NR_all_61644.1","4X62|1|b+4X62|1|a","4X62|1|b+4X62|1|a,4X64|1|b+4X64|1|a,4X65|1|b+4X65|1|a,1XMQ|1|X+1XMQ|1|W,4X66|1|b+4X66|1|a,3T1H|1|X+3T1H|1|W,3T1Y|1|X+3T1Y|1|W,1XMO|1|X+1XMO|1|W"
"NR_all_07550.1","5XJ2|1|G","5XJ2|1|G"
"NR_all_42221.1","3NCU|1|C+3NCU|1|D","3NCU|1|C+3NCU|1|D"
"NR_all_33922.2","4R4V|1|A","4R4V|1|A,5V3I|1|A,4R4P|1|A"
"NR_all_69484.1","4XEJ|1|BIRE","4XEJ|1|BIRE,4XEJ|1|AIRE"
"NR_all_83196.1","5O5J|1|W","5O5J|1|W"
"NR_all_87784.1","1ZX7|1|C+1ZX7|1|E+1ZX7|1|D+1ZX7|1|F","1ZX7|1|C+1ZX7|1|E+1ZX7|1|D+1ZX7|1|F,1ZX7|1|A+1ZX7|1|G+1ZX7|1|B+1ZX7|1|H"
"NR_all_59799.1","2F8S|1|C+2F8S|1|D","2F8S|1|C+2F8S|1|D"
"NR_all_99303.1","5XWP|1|C","5XWP|1|C,5XWP|1|E"
"NR_all_02834.1","472D|1|A+472D|1|B","472D|1|A+472D|1|B"
"NR_all_91367.1","1ZN1|1|B","1ZN1|1|B"
"NR_all_86266.1","4P8Z|1|A","4P8Z|1|A"
"NR_all_01515.1","2VUM|1|P","2VUM|1|P"
"NR_all_23975.1","5O7H|1|A","5O7H|1|A,5O6U|1|A"
"NR_all_47507.1","1RNG|1|A","1RNG|1|A"
"NR_all_09770.1","246D|1|A+246D|1|B","246D|1|A+246D|1|B"
"NR_all_67474.1","5DCV|1|D","5DCV|1|D,5DCV|1|B"
"NR_all_64404.1","3TUP|1|T","3TUP|1|T,2IY5|1|T,1EIY|1|C,3B0V|1|A,4V4Z|1|AD,3B0V|1|B,4V4X|1|AD"
"NR_all_53841.1","2E9T|1|B+2E9T|1|C","2E9T|1|B+2E9T|1|C,2E9T|1|E+2E9T|1|F"
"NR_all_10920.1","4ZLD|1|B","4ZLD|1|B"
"NR_all_74932.1","6B44|1|M","6B44|1|M"
"NR_all_87059.1","1CVJ|1|Q","1CVJ|1|Q"
"NR_all_36481.1","4CSF|1|u","4CSF|1|u,4CSF|1|q,4CSF|1|g,4CSF|1|m,4CSF|1|k,4CSF|1|a,4CSF|1|i,4CSF|1|s,4CSF|1|c,4CSF|1|w,4CSF|1|o,4CSF|1|e"
"NR_all_78670.1","1CVJ|1|N","1CVJ|1|N,1CVJ|1|O,1CVJ|1|S,1CVJ|1|P,1CVJ|1|T,1CVJ|1|R"
"NR_all_45659.1","4ZNP|1|A","4ZNP|1|A,4ZNP|1|B"
"NR_all_29085.1","1N78|1|C","1N78|1|C,1N78|1|D,2DXI|1|C,1N77|1|C,2DXI|1|D,2CV2|1|C,1N77|1|D,2CV2|1|D,2CV1|1|D,2CV1|1|C,2CV0|1|C,2CV0|1|D,1G59|1|B,1G59|1|D"
"NR_all_97666.1","3Q0Q|1|B","3Q0Q|1|B"
"NR_all_93395.1","5JB3|1|2","5JB3|1|2,5JBH|1|2"
"NR_all_55153.1","3FS0|1|B+3FS0|1|A","3FS0|1|B+3FS0|1|A"
"NR_all_40208.1","3J06|1|R","3J06|1|R"
"NR_all_31791.1","2FZ2|1|D","2FZ2|1|D,2XPJ|1|D"
"NR_all_25361.2","4E48|1|A+4E48|1|B","4E48|1|A+4E48|1|B,4JNX|1|B+4JNX|1|G,4E48|1|D"
"NR_all_05919.1","6D9L|1|C","6D9L|1|C,6D9L|1|H"
"NR_all_30265.1","4V8M|1|AA","4V8M|1|AA"
"NR_all_98048.1","1F5G|1|A+1F5G|1|B","1F5G|1|A+1F5G|1|B"
"NR_all_98075.1","2ZZM|1|B","2ZZM|1|B"
"NR_all_18489.2","6ELZ|1|6","6ELZ|1|6,6C0F|1|6,3JCT|1|6,6EM1|1|6,6CB1|1|6,5Z3G|1|C"
"NR_all_80904.1","3FHT|1|C","3FHT|1|C"
"NR_all_03143.1","2VRT|1|H","2VRT|1|H"
"NR_all_44263.1","2AWQ|3|A","2AWQ|3|A"
"NR_all_15144.1","3FHT|1|D","3FHT|1|D"
"NR_all_42241.1","2GDI|1|X","2GDI|1|X,2GDI|1|Y,4NYA|1|A,2HOJ|1|A,2HOM|1|A,2HOL|1|A,4NYC|1|A,4NYD|1|A,4NYA|1|B,4NYB|1|A,2HOO|1|A,2HOK|1|A,4NYG|1|A,2HOP|1|A"
"NR_all_59396.1","5N5C|4|A","5N5C|4|A"
"NR_all_99944.1","2VRT|1|G","2VRT|1|G"
"NR_all_07779.1","1NUV|1|A+1NUV|1|B","1NUV|1|A+1NUV|1|B,1NUV|1|G+1NUV|1|H,429D|1|A+429D|1|B,1NUJ|1|A+1NUJ|1|B,1NUJ|1|G+1NUJ|1|H"
"NR_all_29659.1","1YZ9|1|C+1YZ9|1|D+1YZ9|1|E+1YZ9|1|F","1YZ9|1|C+1YZ9|1|D+1YZ9|1|E+1YZ9|1|F"
"NR_all_72256.1","1KOC|1|B+1KOC|1|A","1KOC|1|B+1KOC|1|A"
"NR_all_06376.1","3K4E|1|F","3K4E|1|F,3K4E|1|B,3K4E|1|D"
"NR_all_46764.1","4V5K|1|CX","4V5K|1|CX"
"NR_all_56046.1","1SI3|1|B","1SI3|1|B"
"NR_all_15997.1","5IYD|1|Z","5IYD|1|Z,5IY9|1|Z"
"NR_all_40229.1","1HHW|1|B","1HHW|1|B"
"NR_all_64125.1","1EMI|1|B","1EMI|1|B"
"NR_all_43617.1","5UZT|1|A","5UZT|1|A"
"NR_all_73988.1","5L2L|1|D","5L2L|1|D,5L2L|1|C,5L2L|1|H,5L2L|1|G"
"NR_all_82809.4","2YGH|1|A","2YGH|1|A,3GX5|1|A,3GX3|1|A,3IQR|1|A,3IQP|1|A,3GX7|1|A,3IQN|1|A,2GIS|1|A,2YDH|1|A,3GX2|1|A,3GX6|1|A"
"NR_all_69759.1","6AZ4|1|A","6AZ4|1|A"
"NR_all_24132.2","4NIA|1|c","4NIA|1|c,4NIA|1|W,4NIA|1|a,4NIA|1|S+4NIA|1|h,4NIA|1|Y+4NIA|1|n,4NIA|1|R+4NIA|1|g,4NIA|1|d,4NIA|1|b,4NIA|1|T+4NIA|1|i,4NIA|1|V,4NIA|1|U,4NIA|1|P+4NIA|1|e,4NIA|1|Q,4NIA|1|X+4NIA|1|m,4NIA|1|Z,1A34|1|B+1A34|1|C,4OQ9|1|U,4OQ9|1|T+4OQ9|1|i,4OQ9|1|R+4OQ9|1|g,4OQ9|1|c,4OQ9|1|Q,4OQ9|1|S+4OQ9|1|h,4OQ9|1|W,4OQ9|1|Y+4OQ9|1|n,4OQ9|1|a,4OQ9|1|d,4OQ9|1|V,4OQ9|1|P+4OQ9|1|e,4OQ9|1|X+4OQ9|1|m,4OQ9|1|Z,4OQ9|1|b,4OQ8|1|B+4OQ8|1|C"
"NR_all_51748.1","3I62|1|B","3I62|1|B,3I61|1|B,3I5X|1|B,3I5Y|1|B"
"NR_all_18284.1","5UHC|1|I","5UHC|1|I"
"NR_all_88847.1","4F3T|1|R","4F3T|1|R"
"NR_all_88023.1","6MCI|1|A","6MCI|1|A,6MCF|2|A"
"NR_all_30288.1","4IG8|1|B+4IG8|1|C","4IG8|1|B+4IG8|1|C"
"NR_all_59493.1","2KG0|1|B","2KG0|1|B"
"NR_all_50652.1","4RBY|1|A","4RBY|1|A"
"NR_all_36097.1","6B48|1|M","6B48|1|M"
"NR_all_00626.1","4W90|1|C","4W90|1|C,4W92|1|C"
"NR_all_55696.1","1EXY|1|A","1EXY|1|A"
"NR_all_31949.1","1UVN|1|F","1UVN|1|F,1UVN|1|B,1UVN|1|D"
"NR_all_71246.1","5VM9|1|B","5VM9|1|B"
"NR_all_07963.1","6CY4|1|C+6CY4|1|D","6CY4|1|C+6CY4|1|D"
"NR_all_84537.1","2AWE|1|D","2AWE|1|D,2AWE|1|G,2AWE|1|E,2AWE|1|A,2AWE|1|B,2AWE|1|C,2AWE|1|F,2AWE|1|H"
"NR_all_32430.1","5VM9|1|D","5VM9|1|D"
"NR_all_36990.1","4PMI|1|A","4PMI|1|A"
"NR_all_83891.11","4WF9|1|Y","4WF9|1|Y,5HKV|1|Y,4WFA|1|Y,5HL7|1|Y,4WCE|1|Y,4WFB|1|Y,5NRG|1|Y,6HMA|1|B,5NGM|1|AB,5T7V|1|C,5ND8|1|B,5ND9|1|B,5LI0|1|B,5TCU|1|C,6FXC|1|BB,5NG8|1|BB,6FXC|1|AB,5NG8|1|AB"
"NR_all_88048.1","2MKI|2|B","2MKI|2|B"
"NR_all_72484.1","1IE2|16|A","1IE2|16|A"
"NR_all_85298.1","5MPG|1|B","5MPG|1|B"
"NR_all_59870.1","3S49|1|E+3S49|1|F","3S49|1|E+3S49|1|F,3S49|1|C+3S49|1|D,3S49|1|A+3S49|1|B,3S49|1|G"
"NR_all_50490.1","1IDV|1|A","1IDV|1|A"
"NR_all_30317.1","4RWN|1|B+4RWN|1|C","4RWN|1|B+4RWN|1|C,4S3N|1|B+4S3N|1|C,4RWP|1|B+4RWP|1|C,4RWO|1|B+4RWO|1|C"
"NR_all_59301.1","2NBX|1|A","2NBX|1|A"
"NR_all_57955.2","1Q96|1|A","1Q96|1|A,1Q96|1|B,1Q96|1|C,1Q93|1|C,1Q93|1|A,1Q93|1|B,430D|1|A,1C04|1|F"
"NR_all_51668.1","3IY9|1|A","3IY9|1|A"
"NR_all_10469.1","1P79|1|A","1P79|1|A"
"NR_all_61884.1","4WTK|1|T+4WTK|1|P","4WTK|1|T+4WTK|1|P"
"NR_all_01073.1","5NWQ|1|A","5NWQ|1|A,5NY8|1|A,5NZD|1|A,5NZD|1|B,5NWQ|1|B,5O62|1|A,5NZ3|1|A,5O69|1|A,5NY8|1|B,5NZ6|1|A,5NZ3|1|B,5O62|1|B,5O69|1|B"
"NR_all_63152.1","1VQN|1|4","1VQN|1|4"
"NR_all_16274.1","4OAV|1|C","4OAV|1|C"
"NR_all_56484.1","2RN1|3|A","2RN1|3|A"
"NR_all_49228.1","4OAV|1|A","4OAV|1|A"
"NR_all_30691.1","1RMN|1|A","1RMN|1|A"
"NR_all_63125.1","1TOB|1|A","1TOB|1|A"
"NR_all_30667.1","1XOK|1|A","1XOK|1|A"
"NR_all_87746.1","4IQS|1|E","4IQS|1|E,4IQS|1|C+4IQS|1|D,4IQS|1|A+4IQS|1|B,4IQS|1|F"
"NR_all_02622.1","4GHA|1|I+4GHA|1|J","4GHA|1|I+4GHA|1|J,4LG2|1|E+4LG2|1|F,4LG2|1|I+4LG2|1|J"
"NR_all_11808.1","3J0O|1|2","3J0O|1|2,3J0L|1|2,3J0P|1|2,3J0Q|1|2"
"NR_all_28256.1","3J0O|1|7","3J0O|1|7,3J0L|1|7,3J0Q|1|7,3J0P|1|7"
"NR_all_01779.1","4FRG|1|B","4FRG|1|B,4FRG|1|X"
"NR_all_15678.1","3EP2|1|E","3EP2|1|E,3EQ3|1|E,3EQ4|1|E"
"NR_all_25280.1","3J0Q|1|9","3J0Q|1|9"
"NR_all_05489.1","3EP2|1|A","3EP2|1|A,3EQ3|1|A,3EQ4|1|A"
"NR_all_74887.1","3EP2|1|C","3EP2|1|C,3EQ3|1|C,3EQ4|1|C"
"NR_all_30893.1","3EP2|1|B","3EP2|1|B,3EQ3|1|B,3EQ4|1|B,3J0D|1|A"
"NR_all_11765.1","5OPT|1|E","5OPT|1|E"
"NR_all_57348.1","1GAX|1|D","1GAX|1|D,1GAX|1|C,1IVS|1|C,1IVS|1|D"
"NR_all_73195.1","2MKK|7|B","2MKK|7|B"
"NR_all_17122.3","5FLM|1|P","5FLM|1|P,6EXV|1|P,5M5X|1|R,5M3F|1|R"
"NR_all_36993.1","1QES|1|A+1QES|1|B","1QES|1|A+1QES|1|B"
"NR_all_12137.1","4I67|1|B","4I67|1|B"
"NR_all_73942.1","1EFO|1|B","1EFO|1|B"
"NR_all_41071.1","1NXR|1|B","1NXR|1|B"
"NR_all_65284.1","2ZUE|1|B","2ZUE|1|B,2ZUF|1|B"
"NR_all_24974.1","1DUQ|1|B+1DUQ|1|A","1DUQ|1|B+1DUQ|1|A,1DUQ|1|D+1DUQ|1|C,1DUQ|1|F+1DUQ|1|E,1DUQ|1|H+1DUQ|1|G"
"NR_all_95874.1","3R9X|1|C","3R9X|1|C"
"NR_all_33460.1","3PGW|1|R","3PGW|1|R,3PGW|1|N,3CW1|1|x,3CW1|1|w,3CW1|1|V,3CW1|1|v"
"NR_all_68439.1","4DB2|1|E+4DB2|1|F","4DB2|1|E+4DB2|1|F,4DB2|1|I+4DB2|1|J,4DB4|1|D,4DB4|1|E,4DB2|1|H+4DB2|1|G,4DB4|1|F,4DB4|1|C"
"NR_all_39003.1","1MHK|1|L+1MHK|1|S","1MHK|1|L+1MHK|1|S"
"NR_all_56235.1","4O41|1|C+4O41|1|D","4O41|1|C+4O41|1|D,4O41|1|B+4O41|1|A"
"NR_all_87104.1","2LDT|4|A","2LDT|4|A"
"NR_all_83672.1","4V6U|1|B3","4V6U|1|B3"
"NR_all_94544.1","4V6U|1|B1","4V6U|1|B1"
"NR_all_24223.1","6F3H|1|C","6F3H|1|C,6F4A|1|C"
"NR_all_49451.1","3G9Y|1|C","3G9Y|1|C"
"NR_all_70895.1","5FJ4|1|H","5FJ4|1|H,5FJ4|1|D"
"NR_all_44411.1","2KMJ|4|A","2KMJ|4|A"
"NR_all_20180.1","4BBS|1|P","4BBS|1|P,4V1N|1|P,4V1O|1|P"
"NR_all_96354.4","6ERI|1|BA","6ERI|1|BA,5MMM|1|a,5X8P|1|a,5MMJ|1|a,5X8R|1|a,4V61|1|AA"
"NR_all_27306.1","4JF2|1|A","4JF2|1|A"
"NR_all_76909.1","3RW6|1|H","3RW6|1|H,3RW6|1|F"
"NR_all_65635.2","6GAZ|1|AV","6GAZ|1|AV,6GB2|1|AV,6GAW|1|AV"
"NR_all_22639.1","4K0K|1|Y+4K0K|1|X","4K0K|1|Y+4K0K|1|X"
"NR_all_05236.1","1H1K|1|K+1H1K|1|N","1H1K|1|K+1H1K|1|N,1H1K|1|I+1H1K|1|L,1H1K|1|J+1H1K|1|M"
"NR_all_81739.1","1F6U|2|B","1F6U|2|B"
"NR_all_27745.1","2NBZ|1|A","2NBZ|1|A"
"NR_all_74744.1","2RP1|1|A","2RP1|1|A,2RP0|4|A"
"NR_all_33394.3","5B2T|1|A","5B2T|1|A,5B2R|1|A,5B2S|1|A,4OO8|1|B,4OO8|1|E,6AI6|1|B,5XBL|1|B"
"NR_all_83415.1","4WTC|1|T+4WTC|1|P","4WTC|1|T+4WTC|1|P"
"NR_all_50359.1","2DD2|1|A+2DD2|1|B","2DD2|1|A+2DD2|1|B"
"NR_all_66081.1","1JTJ|1|A","1JTJ|1|A"
"NR_all_52610.1","4PCJ|1|A","4PCJ|1|A,4FNJ|1|A"
"NR_all_71924.1","1RY1|1|O+1RY1|1|P","1RY1|1|O+1RY1|1|P"
"NR_all_81539.1","1HLX|1|A","1HLX|1|A"
"NR_all_11169.1","2GVO|3|A","2GVO|3|A"
"NR_all_43510.1","3J2K|1|3","3J2K|1|3"
"NR_all_05440.1","3J2K|1|2","3J2K|1|2"
"NR_all_93589.1","3J2K|1|1","3J2K|1|1"
"NR_all_25678.1","3J2K|1|0","3J2K|1|0"
"NR_all_06580.1","1WWD|1|B","1WWD|1|B"
"NR_all_79607.1","3J2K|1|4","3J2K|1|4"
"NR_all_89230.1","5F5H|1|C","5F5H|1|C"
"NR_all_34537.1","484D|2|B","484D|2|B"
"NR_all_58991.1","5F5H|1|D","5F5H|1|D"
"NR_all_78686.1","1KIS|1|A","1KIS|1|A"
"NR_all_83775.1","3TZR|1|A+3TZR|1|B","3TZR|1|A+3TZR|1|B"
"NR_all_41448.1","3J2C|1|O","3J2C|1|O"
"NR_all_45368.1","2MNC|1|A","2MNC|1|A"
"NR_all_11905.1","3J2C|1|M","3J2C|1|M"
"NR_all_17436.1","5XXB|1|3","5XXB|1|3"
"NR_all_90607.1","6FUW|1|D","6FUW|1|D,6FBS|1|D"
"NR_all_38950.2","2XDB|1|G","2XDB|1|G,2XD0|1|H,2XD0|1|I,2XD0|1|V,2XD0|1|G,2XD0|1|U,2XDD|1|F,2XDD|1|G,2XDD|1|H"
"NR_all_36129.1","2VAL|1|A+2VAL|1|C","2VAL|1|A+2VAL|1|C,2VAL|1|B+2VAL|1|D"
"NR_all_15188.1","3NVK|1|K+3NVK|1|G","3NVK|1|K+3NVK|1|G,3NVK|1|L+3NVK|1|S"
"NR_all_94113.1","1EC6|1|C","1EC6|1|C"
"NR_all_65573.1","4WT8|1|DV","4WT8|1|DV"
"NR_all_12111.2","6D8A|1|C","6D8A|1|C,6D92|1|C,6D92|1|H,6D8P|1|E,6D8P|1|C,6D8A|1|H,6D9K|1|H,6D9K|1|C,6D95|1|B,6D95|1|H,6D8F|1|C,6D8F|1|H"
"NR_all_51944.1","4GL2|1|C+4GL2|1|D","4GL2|1|C+4GL2|1|D,4GL2|1|E+4GL2|1|F"
"NR_all_43560.1","3Q0L|1|D","3Q0L|1|D"
"NR_all_83181.1","2DLC|1|Y","2DLC|1|Y"
"NR_all_10913.1","3Q0L|1|C","3Q0L|1|C"
"NR_all_29370.1","5WWW|1|B","5WWW|1|B"
"NR_all_40657.1","1G1X|1|J+1G1X|1|I","1G1X|1|J+1G1X|1|I"
"NR_all_47361.1","1M5L|1|A","1M5L|1|A"
"NR_all_51660.3","5NCO|1|1","5NCO|1|1,5GAH|1|1,5GAD|1|1,5GAG|1|1,5GAF|1|1,2IY3|1|B"
"NR_all_65010.1","2V7R|1|A+2V7R|1|B","2V7R|1|A+2V7R|1|B"
"NR_all_57770.1","1N35|1|C+1N35|1|B","1N35|1|C+1N35|1|B"
"NR_all_61479.1","5IBB|1|1L","5IBB|1|1L"
"NR_all_78312.1","6DZP|1|B","6DZP|1|B"
"NR_all_31938.1","3J9M|1|AA","3J9M|1|AA"
"NR_all_76204.1","3K5Q|1|B","3K5Q|1|B"
"NR_all_43908.1","5WQ1|1|A","5WQ1|1|A"
"NR_all_91231.1","3VYX|1|B+3VYX|1|C","3VYX|1|B+3VYX|1|C,4BPB|1|C+4BPB|1|D,2YKG|1|C+2YKG|1|D,3VYY|1|C+3VYY|1|D,3ZD7|1|C+3ZD7|1|D,3ZD6|1|C+3ZD6|1|D,3VYY|1|E+3VYY|1|F,3VYY|1|G"
"NR_all_03885.1","3Q2T|1|F","3Q2T|1|F"
"NR_all_27264.1","3Q2T|1|E","3Q2T|1|E"
"NR_all_52226.1","1FYP|1|A","1FYP|1|A"
"NR_all_54128.1","3Q0R|1|B","3Q0R|1|B,3Q0M|1|C,3Q0M|1|D"
"NR_all_14977.1","4B3G|1|H","4B3G|1|H"
"NR_all_08596.1","4B3G|1|G","4B3G|1|G"
"NR_all_65401.1","3IEV|1|D","3IEV|1|D"
"NR_all_17334.1","5WEA|1|B","5WEA|1|B"
"NR_all_05106.1","1CWP|1|D","1CWP|1|D"
"NR_all_15685.1","1CWP|1|F","1CWP|1|F"
"NR_all_12093.1","1TFW|1|G+1TFW|1|J","1TFW|1|G+1TFW|1|J"
"NR_all_96683.3","5Z4J|1|B","5Z4J|1|B,5GMF|1|E,5GMF|1|H,5GMF|1|F,5GMF|1|G,5GMG|1|D,5GMG|1|C,3IE1|1|E,3IE1|1|H,3IE1|1|F,4DR7|1|V,3IE1|1|G,3S4G|1|C+3S4G|1|B,2QQP|1|R,2ZDE|1|E,2ZDE|1|F,2ZDE|1|H,2ZDE|1|G,1NB7|1|E,1NB7|1|F"
"NR_all_81475.1","1SDR|1|A+1SDR|1|B","1SDR|1|A+1SDR|1|B,1SDR|1|C+1SDR|1|D"
"NR_all_81175.1","1M8Y|1|D","1M8Y|1|D,1M8Y|1|C"
"NR_all_55642.1","4KQ0|1|B+4KQ0|1|E","4KQ0|1|B+4KQ0|1|E"
"NR_all_28474.1","1OQ0|1|A","1OQ0|1|A"
"NR_all_65678.1","1YVP|1|C+1YVP|1|D","1YVP|1|C+1YVP|1|D,1YVP|1|E+1YVP|1|F"
"NR_all_65232.1","4HOS|1|X","4HOS|1|X"
"NR_all_10023.1","2M21|7|A","2M21|7|A"
"NR_all_41539.1","2XZL|1|B","2XZL|1|B"
"NR_all_35293.2","3P6Y|1|S","3P6Y|1|S,3P6Y|1|R,3P6Y|1|T,3P6Y|1|V,3P6Y|1|U,3P6Y|1|Q,3P6Y|1|W"
"NR_all_14458.1","5TC1|1|R","5TC1|1|R"
"NR_all_54274.1","124D|1|B","124D|1|B"
"NR_all_70081.1","3IBK|1|B","3IBK|1|B"
"NR_all_28334.1","1KNZ|1|W","1KNZ|1|W,1KNZ|1|X,1KNZ|1|Z,1KNZ|1|Y"
"NR_all_38685.1","5DTO|1|B","5DTO|1|B"
"NR_all_86202.1","5M0I|1|F","5M0I|1|F"
"NR_all_90603.1","5M0I|1|E","5M0I|1|E"
"NR_all_58228.1","5XLP|1|K","5XLP|1|K"
"NR_all_41745.1","6DOY|1|B","6DOY|1|B"
"NR_all_87561.1","4KR9|1|X","4KR9|1|X,4KR7|1|X"
"NR_all_43421.1","2XB2|1|R","2XB2|1|R"
"NR_all_36771.1","2G1W|1|A","2G1W|1|A"
"NR_all_42832.1","4V8P|1|C3","4V8P|1|C3,4V8P|1|E3,4V8P|1|B3,4V8P|1|G3"
"NR_all_80872.1","3M3Y|1|R","3M3Y|1|R"
"NR_all_00179.1","5EIM|1|C","5EIM|1|C,5EIM|1|D"
"NR_all_66855.1","2MI0|12|A","2MI0|12|A"
"NR_all_73487.1","2QK9|1|B","2QK9|1|B"
"NR_all_95193.1","2RRA|1|B","2RRA|1|B"
"NR_all_92078.1","4CXH|1|x","4CXH|1|x"
"NR_all_80987.1","2NUE|1|C","2NUE|1|C"
"NR_all_36634.1","2QUW|1|B","2QUW|1|B,2QUW|1|D"
"NR_all_65451.1","1A51|3|A","1A51|3|A"
"NR_all_90775.1","1FIR|1|A","1FIR|1|A"
"NR_all_63265.1","3LA5|1|A","3LA5|1|A"
"NR_all_81635.1","1UVJ|1|F","1UVJ|1|F,1UVJ|1|D,1UVJ|1|E"
"NR_all_43595.1","5WWE|1|B","5WWE|1|B"
"NR_all_84026.1","5DHB|1|A+5DHB|1|B","5DHB|1|A+5DHB|1|B,5DHB|1|C+5DHB|1|D,5HBW|1|A+5HBW|1|B"
"NR_all_76196.1","1E8O|1|E","1E8O|1|E,1RY1|1|E"
"NR_all_45851.1","1YTU|1|E+1YTU|1|F","1YTU|1|E+1YTU|1|F,1YTU|1|C+1YTU|1|D"
